ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT,AGE_CAR,PREDICTED_BUY
10727G68SN,33,0,610349,2018-07-13,415.0864921193174,1
91753Q81UL,47,0,1127231,2018-08-07,415.0864921193174,1
34181W79RQ,60,0,1215059,2018-06-06,415.0864921193174,1
20958M89OV,53,1,593025,2019-02-06,415.0864921193174,1
77344C77WG,61,0,677247,2019-02-17,415.0864921193174,1
04446O29ES,53,1,1569926,2018-11-23,415.0864921193174,1
53744C18JC,29,1,1420629,2019-04-05,415.0864921193174,1
52010V10UA,31,1,1050733,2019-04-13,415.0864921193174,1
31002S91NU,35,0,975402,2017-03-27,415.0864921193174,1
64750H60AE,61,1,476314,2018-08-02,415.0864921193174,1
52647Q31SW,25,1,699526,2018-05-21,415.0864921193174,1
24493P72CM,32,1,1145600,2019-05-09,415.0864921193174,1
02008S86PL,46,1,1353235,2018-01-27,415.0864921193174,1
37140G10HE,27,0,795129,2019-05-10,415.0864921193174,1
86236X82BQ,31,1,928304,2019-05-01,415.0864921193174,1
21560R39QP,47,1,1424955,2017-03-09,415.0864921193174,1
32916W56TD,52,1,1674744,2018-05-31,415.0864921193174,1
36120R25CY,54,1,1740542,2019-03-30,415.0864921193174,1
01415D51KG,63,1,1885298,2017-12-09,415.0864921193174,1
86945J63QH,44,1,1418490,2019-04-09,415.0864921193174,1
64182M59WZ,25,1,1409251,2019-06-26,415.0864921193174,1
95351T60TW,45,0,1238562,2018-07-04,415.0864921193174,1
74758J35LJ,37,1,1262206,2018-10-06,415.0864921193174,1
36962O99NN,41,1,897209,2018-07-03,415.0864921193174,1
87344Q93HS,65,1,428587,2017-03-01,415.0864921193174,1
65782N96KO,41,1,1403728,2018-04-05,415.0864921193174,1
23233A15RG,57,1,810115,2017-08-03,415.0864921193174,1
28131E49EB,41,0,1165990,2018-03-29,415.0864921193174,1
00607J00KX,52,0,1628750,2016-10-30,415.0864921193174,1
39235F92OT,41,0,1203572,2018-05-24,415.0864921193174,1
79012Z16HR,48,0,862682,2018-03-01,415.0864921193174,1
81872U50MR,45,0,990281,2019-01-01,415.0864921193174,1
30227X96NQ,31,0,905248,2018-06-28,415.0864921193174,1
27689Q40YY,47,1,1048299,2018-08-22,415.0864921193174,1
29617U46IJ,63,1,982856,2018-04-30,415.0864921193174,1
61177D63IC,38,0,1547993,2018-03-20,415.0864921193174,1
30021D32SA,63,1,1876628,2017-11-08,415.0864921193174,1
12609W81AV,60,1,485866,2018-05-11,415.0864921193174,1
75187F73TJ,36,1,1438551,2018-08-08,415.0864921193174,1
64771R99JV,49,1,1039130,2017-05-20,415.0864921193174,1
86139S97BG,39,1,1234181,2019-02-08,415.0864921193174,1
78113A36OV,51,1,1117402,2017-09-13,415.0864921193174,1
91318E18MP,52,0,1635292,2019-05-03,415.0864921193174,1
32138S67MJ,51,0,452334,2019-04-23,415.0864921193174,1
26064Q27TZ,49,1,1069436,2017-02-23,415.0864921193174,1
06784N08NA,35,1,1186551,2018-04-15,415.0864921193174,1
33934V55II,55,0,1025249,2018-11-21,415.0864921193174,1
76798G77HZ,26,1,1210176,2018-07-15,415.0864921193174,1
31292D93NK,37,1,832408,2018-06-24,415.0864921193174,1
20028R64OZ,49,1,1690185,2018-03-11,415.0864921193174,1
42707P13SK,53,0,1856381,2018-07-24,415.0864921193174,1
57248Y22CN,43,1,1034448,2018-12-02,415.0864921193174,1
56117U96WE,35,1,710691,2018-07-20,415.0864921193174,1
92722Q37MD,28,1,1480475,2018-12-10,415.0864921193174,1
90866V23PU,39,1,1968371,2019-02-06,415.0864921193174,1
49066S31JL,63,0,1756453,2019-06-18,415.0864921193174,1
02278D68PA,52,0,1266709,2018-04-03,415.0864921193174,1
39227D42IN,50,0,1046654,2018-10-01,415.0864921193174,1
11298L11BW,33,0,891026,2018-09-15,415.0864921193174,1
41762R97BN,65,1,1693197,2019-01-25,415.0864921193174,1
09192I21BG,53,0,369989,2017-12-10,415.0864921193174,1
54835U57QS,43,1,1792626,2019-01-25,415.0864921193174,1
44374R12JO,64,0,1849713,2018-03-18,415.0864921193174,1
63765G02OK,38,1,879579,2018-05-08,415.0864921193174,1
71846A02ON,51,1,1845862,2019-06-17,415.0864921193174,1
95319Z13DS,58,1,1174904,2018-05-08,415.0864921193174,1
77956X47DE,46,0,887130,2018-04-28,415.0864921193174,1
27276T45GH,35,0,1082694,2017-09-04,415.0864921193174,1
01208I73ZO,38,0,1580730,2019-03-14,415.0864921193174,1
08860V90RV,48,0,1249041,2018-10-16,415.0864921193174,1
27190P48KB,52,0,349306,2018-11-18,415.0864921193174,1
15754U80UV,57,1,898168,2018-07-13,415.0864921193174,1
39667N01WE,29,0,1110105,2018-09-01,415.0864921193174,1
52352G90YV,62,1,677233,2018-08-25,415.0864921193174,1
77989Z83HW,47,1,1900084,2018-09-17,415.0864921193174,1
48585O15AK,47,0,1335072,2019-03-11,415.0864921193174,1
29648U21CB,29,1,1241486,2016-10-18,415.0864921193174,1
38322G32OR,39,1,1745202,2018-07-04,415.0864921193174,1
51509O31YF,50,0,1125392,2018-07-30,415.0864921193174,1
37045O61MC,56,0,1788066,2018-10-08,415.0864921193174,1
37002Y01VK,33,1,805718,2018-07-08,415.0864921193174,1
29468Y62VX,43,1,1490490,2018-12-19,415.0864921193174,1
45400N06HJ,60,0,865730,2018-03-22,415.0864921193174,1
66234I16HO,58,1,1517101,2019-06-12,415.0864921193174,1
83854W43JB,42,1,1766469,2018-11-16,415.0864921193174,1
97479F98TD,37,1,1873668,2019-01-20,415.0864921193174,1
27007U00DL,44,1,990727,2018-11-10,415.0864921193174,1
71971G71RA,29,0,741669,2019-03-15,415.0864921193174,1
47624R87IV,51,0,1212878,2017-04-23,415.0864921193174,1
34239L07ZP,32,1,766312,2018-01-01,415.0864921193174,1
55534R75ZJ,29,1,1370357,2018-04-19,415.0864921193174,1
59066Z08JV,39,1,1632902,2018-06-15,415.0864921193174,1
91305P27CJ,53,0,379933,2018-06-29,415.0864921193174,1
01548K84SS,61,0,1329916,2018-12-18,415.0864921193174,1
66063B10HW,62,1,573374,2018-08-17,415.0864921193174,1
61110N60CE,63,1,822172,2016-10-08,415.0864921193174,1
00042W24TY,37,1,1587509,2019-03-11,415.0864921193174,1
06763N30HR,31,1,1004712,2019-01-06,415.0864921193174,1
01873K15GU,27,1,1276176,2016-09-17,415.0864921193174,1
37011V59FP,27,0,959398,2018-12-27,415.0864921193174,1
14723M66WH,57,0,1032402,2018-10-09,415.0864921193174,1
24557U22MM,54,1,1754441,2016-11-26,415.0864921193174,1
76289Y21GM,32,0,939050,2019-05-12,415.0864921193174,1
71800J92IF,54,1,752362,2017-11-22,415.0864921193174,1
79993M70XO,32,1,1395904,2018-04-23,415.0864921193174,1
89896F53JS,60,0,1236942,2018-12-10,415.0864921193174,1
04664X23IM,48,0,1469216,2018-08-08,415.0864921193174,1
00172A93MB,44,1,1125392,2018-04-28,415.0864921193174,1
20988K08FR,33,0,670170,2019-01-01,415.0864921193174,1
41617D36IH,47,1,1209880,2017-09-05,415.0864921193174,1
15320M92HN,34,0,910880,2018-11-07,415.0864921193174,1
06572Q54YW,54,1,885215,2017-03-23,415.0864921193174,1
56148E58RU,27,0,1102481,2018-03-05,415.0864921193174,1
85093T31JA,40,0,833990,2018-04-03,415.0864921193174,1
37193G71IM,27,0,883795,2016-12-30,415.0864921193174,1
43811U28BD,35,1,729275,2018-01-12,415.0864921193174,1
68814X64CB,41,0,1420659,2018-03-26,415.0864921193174,1
70848T60CP,33,1,637685,2018-07-20,415.0864921193174,1
45950U53HZ,41,1,1838462,2016-10-07,415.0864921193174,1
43555M46BG,49,1,1233282,2018-11-25,415.0864921193174,1
70827V11RM,62,1,681188,2018-03-04,415.0864921193174,1
66382Y27FN,45,0,1581332,2018-03-09,415.0864921193174,1
98281K81SR,59,1,1358137,2018-01-18,415.0864921193174,1
38950W53TX,27,0,789710,2018-04-16,415.0864921193174,1
21504V41FX,47,0,1070374,2017-07-09,415.0864921193174,1
91719Y55HM,63,0,1453866,2018-08-10,415.0864921193174,1
95419F20ZF,45,0,1236193,2018-02-23,415.0864921193174,1
84084K93OQ,58,0,1243955,2018-12-24,415.0864921193174,1
98353C67TH,56,0,424437,2018-07-24,415.0864921193174,1
31069X72PG,47,1,1092438,2019-05-10,415.0864921193174,1
96704W55OE,44,1,958390,2018-10-08,415.0864921193174,1
71897U94UV,59,1,1329180,2018-07-01,415.0864921193174,1
71561G05PV,37,0,1496819,2018-07-19,415.0864921193174,1
61226W78RM,36,0,829180,2019-04-22,415.0864921193174,1
97956Y45OQ,35,1,657729,2018-09-04,415.0864921193174,1
18613Q13ZD,31,0,1136528,2018-03-24,415.0864921193174,1
50308M63IU,58,0,1144921,2018-04-18,415.0864921193174,1
51205D22JO,54,1,334908,2018-07-20,415.0864921193174,1
60434L93EP,62,1,1387856,2018-03-07,415.0864921193174,1
13501Q54LD,51,0,604597,2018-03-13,415.0864921193174,1
23202Z15SU,60,1,561877,2018-04-06,415.0864921193174,1
44476V68YA,64,1,897795,2019-06-17,415.0864921193174,1
95120N02JX,34,1,1087880,2018-04-18,415.0864921193174,1
43246G66CZ,56,1,1206619,2019-05-27,415.0864921193174,1
46119L22XU,42,1,1100146,2017-02-08,415.0864921193174,1
13218W73VT,51,1,1136095,2018-05-10,415.0864921193174,1
35157L76NB,26,1,1498774,2018-09-06,415.0864921193174,1
31575M64DQ,58,1,998795,2019-01-14,415.0864921193174,1
54357E86NM,59,0,1489189,2018-12-20,415.0864921193174,1
42391U69XK,51,1,1387986,2019-06-05,415.0864921193174,1
79065T85FZ,44,0,1451908,2019-04-02,415.0864921193174,1
03812M70CI,48,1,1600043,2019-03-24,415.0864921193174,1
57433L14VC,34,0,868432,2018-12-09,415.0864921193174,1
76551H00YW,56,1,932286,2018-02-05,415.0864921193174,1
59594C72RK,48,0,847551,2019-02-20,415.0864921193174,1
29506X87ZJ,42,0,932891,2018-09-29,415.0864921193174,1
73878Z71LE,59,1,398656,2018-02-18,415.0864921193174,1
40990X53ED,47,0,1421252,2018-07-11,415.0864921193174,1
39994O27HI,39,0,1267350,2018-06-16,415.0864921193174,1
30554L93DV,41,1,1606222,2018-08-31,415.0864921193174,1
07649V96WI,56,1,1804101,2017-05-31,415.0864921193174,1
24485P41MK,31,0,1015929,2019-01-22,415.0864921193174,1
05079C83PM,37,1,1437380,2018-02-23,415.0864921193174,1
08996L25ZM,52,1,658626,2017-06-11,415.0864921193174,1
93970X60QM,30,1,1123446,2019-01-29,415.0864921193174,1
98556C12IH,55,0,1862538,2018-04-19,415.0864921193174,1
91921Q18JM,42,1,1888006,2017-02-09,415.0864921193174,1
19607H04RX,47,0,1551878,2019-06-01,415.0864921193174,1
37209E82VI,62,0,1282480,2018-07-26,415.0864921193174,1
52672J13GD,64,0,1588049,2018-04-12,415.0864921193174,1
90562Y33TV,40,0,1531961,2018-04-16,415.0864921193174,1
53481B14WR,45,1,1372716,2018-12-22,415.0864921193174,1
55866W13MK,42,1,1282700,2018-07-19,415.0864921193174,1
82990G26FL,30,1,1265461,2016-12-04,415.0864921193174,1
87306N93MO,47,0,1538789,2018-04-18,415.0864921193174,1
62642O41JD,52,1,902173,2017-07-22,415.0864921193174,1
72777K71IN,52,1,527084,2018-03-20,415.0864921193174,1
49040T25TM,26,1,1061943,2019-06-18,415.0864921193174,1
71943T10UN,37,0,977623,2017-03-01,415.0864921193174,1
24302Z99YO,55,0,620037,2019-04-06,415.0864921193174,1
78722I06JU,47,1,1721461,2018-07-13,415.0864921193174,1
98299J59IE,58,0,967618,2018-12-13,415.0864921193174,1
85513J81HD,33,1,1112984,2017-05-10,415.0864921193174,1
27906D38OU,26,0,672275,2017-07-29,415.0864921193174,1
97381G22MN,27,0,882185,2019-02-19,415.0864921193174,1
14370X17EP,37,0,835241,2018-05-12,415.0864921193174,1
65048S18JA,58,1,1355659,2016-09-27,415.0864921193174,1
33373L72OV,54,1,335626,2018-08-11,415.0864921193174,1
44359Q02IT,49,0,1145960,2018-03-25,415.0864921193174,1
69117N63BX,56,0,1136616,2019-03-08,415.0864921193174,1
62026G57LE,50,1,1897015,2017-01-02,415.0864921193174,1
55338A27RU,32,0,678203,2019-06-25,415.0864921193174,1
07997A36FC,37,0,1523778,2017-11-12,415.0864921193174,1
02418I70NX,44,1,805643,2017-02-19,415.0864921193174,1
15044L81YN,28,1,897690,2019-05-24,415.0864921193174,1
88535W91XP,28,1,771386,2019-06-17,415.0864921193174,1
82397Q47XJ,57,0,986756,2018-04-29,415.0864921193174,1
16006O16UB,59,1,544749,2018-05-09,415.0864921193174,1
51695L18UL,34,1,1050589,2018-06-16,415.0864921193174,1
05824L64ZB,38,0,1508254,2018-06-13,415.0864921193174,1
17108R35AC,48,0,1152290,2018-03-31,415.0864921193174,1
37724B11JE,38,0,921808,2018-10-25,415.0864921193174,1
03264S54EL,36,1,992252,2017-05-14,415.0864921193174,1
95347J89QH,35,1,901059,2018-06-28,415.0864921193174,1
65344Y08BG,57,0,415431,2016-09-25,415.0864921193174,1
13628S62DF,47,1,1922019,2018-10-28,415.0864921193174,1
42201E03RJ,64,1,1384932,2018-04-01,415.0864921193174,1
35512M39BM,33,0,987831,2017-04-15,415.0864921193174,1
46543R29EP,59,1,351153,2017-11-09,415.0864921193174,1
61411Z25UK,27,1,608209,2018-03-17,415.0864921193174,1
46575Z68TD,47,0,892893,2018-12-13,415.0864921193174,1
74818L21SC,25,0,910549,2018-11-02,415.0864921193174,1
66795K24ZH,49,1,1039524,2018-11-16,415.0864921193174,1
05141U93OQ,27,1,651171,2018-12-03,415.0864921193174,1
02698M34TR,42,1,1179018,2018-04-30,415.0864921193174,1
02333D19PV,45,0,1040508,2018-02-19,415.0864921193174,1
97952H42ND,65,0,591408,2018-06-11,415.0864921193174,1
44570B76QJ,41,0,1047084,2018-02-25,415.0864921193174,1
51316R75SC,44,0,1563260,2019-01-23,415.0864921193174,1
66372Z60MJ,35,0,1009634,2016-12-21,415.0864921193174,1
15062I93UQ,41,0,1029158,2018-12-04,415.0864921193174,1
60632Q90VP,26,1,745059,2018-07-03,415.0864921193174,1
74922I54FU,32,0,881291,2018-10-31,415.0864921193174,1
59861M08YR,55,1,1221939,2019-02-10,415.0864921193174,1
67193N02KS,44,0,1028512,2017-03-09,415.0864921193174,1
34387L26SQ,50,0,1280310,2018-09-13,415.0864921193174,1
47325B11LC,36,0,1064544,2019-01-09,415.0864921193174,1
52287N29GJ,34,0,1056059,2018-08-24,415.0864921193174,1
04410D53HG,32,0,598291,2018-06-06,415.0864921193174,1
80774S81FS,30,0,573120,2019-04-16,415.0864921193174,1
41650L79LS,63,1,309873,2018-12-04,415.0864921193174,1
91495X19LV,43,1,1545854,2018-03-07,415.0864921193174,1
65369R48NR,54,1,1165495,2018-10-09,415.0864921193174,1
35154U91CM,61,0,443536,2018-06-12,415.0864921193174,1
91616L33ZF,64,1,1690020,2018-05-21,415.0864921193174,1
27449X13WQ,49,1,1155288,2019-02-26,415.0864921193174,1
33129M35FX,35,1,696157,2019-06-05,415.0864921193174,1
11055H31RU,29,0,905854,2019-06-01,415.0864921193174,1
91814P05WZ,59,1,826870,2019-01-06,415.0864921193174,1
64474K82ZN,37,0,1595293,2018-08-20,415.0864921193174,1
63306L73VL,46,1,1632761,2018-11-26,415.0864921193174,1
47456U27KE,46,0,1245450,2018-09-14,415.0864921193174,1
89681L04IA,49,0,1031672,2018-04-27,415.0864921193174,1
84647O36NL,32,0,507511,2017-12-27,415.0864921193174,1
25039K07AP,59,1,1448558,2018-04-26,415.0864921193174,1
67259B28NM,35,1,695516,2019-06-21,415.0864921193174,1
17081H33XI,60,0,692453,2019-02-17,415.0864921193174,1
18611K02EQ,53,0,1110583,2017-03-30,415.0864921193174,1
62405Y72SC,28,0,593005,2019-01-16,415.0864921193174,1
15321U45DL,64,1,1592584,2017-09-12,415.0864921193174,1
62421O89ZH,44,1,1436799,2017-02-03,415.0864921193174,1
81695F72OE,41,0,1289919,2018-08-15,415.0864921193174,1
65693G66NO,45,1,1278835,2018-11-10,415.0864921193174,1
30364I01KE,54,0,940854,2018-03-22,415.0864921193174,1
64937L55YY,45,0,1133865,2019-05-27,415.0864921193174,1
33313Z22DL,29,0,1064415,2018-05-27,415.0864921193174,1
78072T39HU,62,1,1450881,2019-03-27,415.0864921193174,1
61169N65LN,35,0,760873,2018-03-08,415.0864921193174,1
77608P23YM,35,1,1387232,2018-03-16,415.0864921193174,1
28155H61MZ,45,0,1562729,2018-05-14,415.0864921193174,1
74812J70NW,52,1,1573348,2018-04-13,415.0864921193174,1
78494Q63RL,26,1,1385060,2019-06-22,415.0864921193174,1
65930T99MT,60,0,968604,2019-06-29,415.0864921193174,1
07853D09ML,59,1,637821,2017-09-21,415.0864921193174,1
56767H46OD,29,1,1448840,2016-11-22,415.0864921193174,1
20388T06OY,52,0,1904732,2017-09-06,415.0864921193174,1
49886K92YH,57,0,467068,2018-02-20,415.0864921193174,1
37498L31QN,26,1,1262157,2019-05-09,415.0864921193174,1
97638D89BN,64,0,1335029,2018-05-25,415.0864921193174,1
02674K48BI,32,1,717354,2018-06-16,415.0864921193174,1
31688T32RP,33,1,783823,2018-11-17,415.0864921193174,1
59050O13EX,57,0,621379,2018-06-26,415.0864921193174,1
62761X07JR,54,1,1867416,2018-05-22,415.0864921193174,1
65841L73HZ,37,0,1328199,2019-04-06,415.0864921193174,1
40300T28ZA,34,1,915526,2018-10-22,415.0864921193174,1
30383W09WD,34,0,907738,2017-01-13,415.0864921193174,1
17166K79KU,51,1,1350892,2017-04-19,415.0864921193174,1
49797P04QZ,47,0,1300977,2019-05-11,415.0864921193174,1
24795Z00AH,50,1,1766575,2018-08-21,415.0864921193174,1
91529M24UQ,65,1,1826412,2018-12-14,415.0864921193174,1
39779P91PS,60,0,1505238,2018-09-11,415.0864921193174,1
77516F10KE,59,1,1694288,2018-12-22,415.0864921193174,1
07515F58WE,47,0,1029834,2018-09-19,415.0864921193174,1
08547M55FM,64,1,551431,2016-11-11,415.0864921193174,1
25870J29LN,53,1,337833,2018-02-21,415.0864921193174,1
10672A16DY,38,1,1380430,2019-03-21,415.0864921193174,1
13129R08TC,27,1,974930,2018-06-09,415.0864921193174,1
69110Q90DY,47,1,1875977,2018-09-13,415.0864921193174,1
10038Q68ZU,49,0,883455,2019-04-03,415.0864921193174,1
64034J82CU,57,1,601050,2018-10-21,415.0864921193174,1
12789O81CH,28,1,1251155,2016-12-13,415.0864921193174,1
23727I30JY,63,0,1606393,2018-01-02,415.0864921193174,1
93770U00LQ,48,0,1411446,2018-06-23,415.0864921193174,1
35420L34TG,50,1,964367,2018-07-23,415.0864921193174,1
10911B02XT,29,0,1190589,2019-06-04,415.0864921193174,1
64227O89KZ,29,0,1070419,2018-06-06,415.0864921193174,1
33527I09DZ,53,0,702655,2019-04-26,415.0864921193174,1
33778X13AE,53,0,953288,2017-08-21,415.0864921193174,1
32713T06AW,48,0,1032464,2018-02-28,415.0864921193174,1
93483K91QO,40,0,1289929,2019-01-25,415.0864921193174,1
17967P56BF,39,0,1513457,2018-08-20,415.0864921193174,1
66616R44GE,42,1,1165137,2018-03-01,415.0864921193174,1
51131Y16RO,57,1,1368639,2018-03-21,415.0864921193174,1
12718V38DF,26,1,1335933,2017-09-03,415.0864921193174,1
42277A92RG,45,1,1913510,2019-06-21,415.0864921193174,1
63035R04UL,30,1,1227628,2017-09-15,415.0864921193174,1
40683L05VK,42,1,1385682,2018-11-29,415.0864921193174,1
37124R14YA,31,1,722041,2016-12-25,415.0864921193174,1
65106E33IO,52,1,1056995,2017-12-22,415.0864921193174,1
32175I61FP,41,0,866839,2018-11-21,415.0864921193174,1
48306E25JQ,53,0,538973,2018-07-08,415.0864921193174,1
43502O35IJ,38,1,1412429,2017-02-22,415.0864921193174,1
94744T52TN,60,0,457321,2018-03-07,415.0864921193174,1
10046K24GW,59,1,1592486,2018-05-02,415.0864921193174,1
23689G47UI,37,0,930187,2017-06-30,415.0864921193174,1
56277V50BO,54,0,715891,2018-11-24,415.0864921193174,1
95043D64EU,63,1,1526357,2018-09-16,415.0864921193174,1
60940J58ZM,43,0,812321,2017-12-17,415.0864921193174,1
69360P41FY,56,0,1026199,2018-01-23,415.0864921193174,1
49736B06AX,53,0,1483141,2019-02-15,415.0864921193174,1
49539V99AO,32,0,502934,2018-05-12,415.0864921193174,1
77094F09PJ,57,1,1699993,2019-01-17,415.0864921193174,1
45937D90NM,58,0,1117821,2019-06-28,415.0864921193174,1
84255J40NI,44,1,1436235,2018-08-02,415.0864921193174,1
07618D66GM,54,0,771529,2019-06-14,415.0864921193174,1
61038P86OD,51,1,1680104,2018-05-18,415.0864921193174,1
02204R27CE,52,1,686408,2016-12-27,415.0864921193174,1
76713G97BN,28,1,1075316,2018-08-06,415.0864921193174,1
86486M55YP,62,0,813803,2019-04-20,415.0864921193174,1
45819C99EK,54,1,439323,2018-02-21,415.0864921193174,1
74096U22HS,41,1,1226436,2018-03-02,415.0864921193174,1
57958N34HY,26,0,683410,2018-11-09,415.0864921193174,1
40478K52VG,39,1,880629,2019-03-14,415.0864921193174,1
90636J70KG,45,0,1487898,2018-01-05,415.0864921193174,1
01216Z25VA,40,1,1544650,2019-05-21,415.0864921193174,1
29514O17CH,34,1,1255685,2017-10-18,415.0864921193174,1
23562Q58IA,45,1,1603699,2018-12-13,415.0864921193174,1
80819R42PK,42,0,1479857,2017-05-19,415.0864921193174,1
73799P60IP,38,0,1508387,2019-03-13,415.0864921193174,1
79259L80MZ,53,1,1517284,2018-10-26,415.0864921193174,1
14656Z49BQ,40,0,1193050,2019-01-15,415.0864921193174,1
13293K37VD,62,0,1826991,2016-12-20,415.0864921193174,1
62882X32QI,28,0,1069284,2018-01-14,415.0864921193174,1
43322O80MI,44,0,1150717,2018-12-24,415.0864921193174,1
46421C31XF,62,0,1738864,2019-01-14,415.0864921193174,1
62717F42XP,36,0,1409589,2019-06-12,415.0864921193174,1
57121C04HH,42,1,1022161,2017-05-26,415.0864921193174,1
84430G15KK,64,0,1129564,2018-11-20,415.0864921193174,1
51734Q71JC,25,0,1112466,2018-11-04,415.0864921193174,1
05918M86MI,53,1,1413524,2018-03-05,415.0864921193174,1
47935U63DP,28,1,702139,2018-12-20,415.0864921193174,1
17827A10AJ,51,0,984067,2017-03-21,415.0864921193174,1
89965C18TN,42,1,1654447,2017-10-30,415.0864921193174,1
65707L24AX,35,1,880400,2019-04-21,415.0864921193174,1
32277U39PN,36,0,1307673,2018-09-05,415.0864921193174,1
21953U52MH,64,1,1608256,2016-09-17,415.0864921193174,1
31714T21DM,54,1,1884629,2019-02-06,415.0864921193174,1
97454E37GW,54,0,1131659,2019-06-20,415.0864921193174,1
58009D00BR,38,0,831738,2018-05-16,415.0864921193174,1
61643P80OH,41,0,1442500,2017-03-12,415.0864921193174,1
74993O01DZ,47,0,1588096,2019-01-17,415.0864921193174,1
54846H73XF,61,1,1826639,2017-01-04,415.0864921193174,1
39255L61DA,30,1,899681,2018-04-22,415.0864921193174,1
03444G11TM,29,1,611158,2018-08-16,415.0864921193174,1
73698G98FE,29,0,1047094,2017-10-30,415.0864921193174,1
01995M16BO,31,1,1176752,2019-04-26,415.0864921193174,1
94597Y26UV,63,1,660328,2016-11-11,415.0864921193174,1
19471C77GD,62,1,1817824,2018-03-14,415.0864921193174,1
81763I59OS,47,1,1902136,2018-04-21,415.0864921193174,1
83831A52OK,48,1,1938223,2018-05-26,415.0864921193174,1
33401X52LX,39,0,1062440,2017-06-26,415.0864921193174,1
78321B89ME,50,1,1717483,2018-05-12,415.0864921193174,1
30459H38QV,56,1,1419922,2018-12-02,415.0864921193174,1
49298D67OG,48,1,1644173,2018-10-13,415.0864921193174,1
38653G44KE,53,1,1228851,2017-08-15,415.0864921193174,1
81233O41PJ,25,1,686281,2019-06-11,415.0864921193174,1
82112O76LZ,63,1,1064788,2017-01-28,415.0864921193174,1
34595C33ES,25,1,869667,2018-10-08,415.0864921193174,1
22819M99CM,36,0,962723,2018-09-11,415.0864921193174,1
61602O77YW,39,0,1463379,2018-05-17,415.0864921193174,1
34954Z77YK,27,0,694683,2019-02-17,415.0864921193174,1
19288S74SN,55,0,1052210,2018-05-06,415.0864921193174,1
03311H59LO,46,1,804291,2016-11-17,415.0864921193174,1
05717A33DR,52,1,689826,2019-06-23,415.0864921193174,1
83272I89UF,58,1,903293,2017-06-09,415.0864921193174,1
05253H27GB,29,0,980242,2018-06-17,415.0864921193174,1
18738C35RB,58,1,1959208,2017-03-05,415.0864921193174,1
01196P30PO,56,0,1712787,2016-10-11,415.0864921193174,1
10718S75OB,44,0,1440858,2018-07-11,415.0864921193174,1
13498U84FU,30,1,1302363,2019-03-11,415.0864921193174,1
51786U90JK,59,1,1985449,2017-07-12,415.0864921193174,1
25160S69CE,30,0,975674,2018-04-04,415.0864921193174,1
86091W68UP,50,0,1137242,2017-12-09,415.0864921193174,1
84272O27RX,55,1,352519,2018-05-15,415.0864921193174,1
41584R46ZF,36,1,865029,2018-01-18,415.0864921193174,1
68266E60PX,42,1,1730392,2018-07-25,415.0864921193174,1
03258M48HG,44,0,1596496,2018-10-10,415.0864921193174,1
39314X79EY,25,0,975029,2017-04-08,415.0864921193174,1
70522C35QJ,43,0,977651,2018-06-07,415.0864921193174,1
49898F46JH,41,0,1437843,2018-08-21,415.0864921193174,1
49687H12ZT,47,1,1986331,2017-12-03,415.0864921193174,1
44884X41RI,38,0,1133128,2019-01-31,415.0864921193174,1
21869X00XE,36,0,1461756,2018-03-26,415.0864921193174,1
04024K06WE,44,0,1429582,2018-05-11,415.0864921193174,1
34228Z30UO,48,1,1952661,2019-05-13,415.0864921193174,1
22028C52UF,31,1,659871,2018-04-26,415.0864921193174,1
17537B76LG,31,1,841366,2018-04-07,415.0864921193174,1
85210H40QV,31,1,1158321,2018-07-17,415.0864921193174,1
56269W94DY,56,0,1294560,2018-05-18,415.0864921193174,1
94995J80QO,44,1,1542363,2016-11-26,415.0864921193174,1
45435W12MU,64,1,737772,2017-10-23,415.0864921193174,1
74966U47FR,62,0,1331980,2019-01-21,415.0864921193174,1
62006W88QQ,34,1,1314604,2019-06-29,415.0864921193174,1
61000I56YZ,55,0,1758476,2019-02-15,415.0864921193174,1
23038W64MA,45,0,1575256,2018-12-21,415.0864921193174,1
97836B57MM,28,1,1425779,2019-02-17,415.0864921193174,1
63067U67GY,33,0,1126340,2019-03-28,415.0864921193174,1
84330Y40TB,46,0,882871,2018-07-14,415.0864921193174,1
81462P51QY,64,0,1412050,2018-10-18,415.0864921193174,1
49915B20TW,53,0,437483,2018-11-24,415.0864921193174,1
17454G24RI,62,0,1798750,2017-05-11,415.0864921193174,1
76208G54UG,43,1,903342,2019-03-26,415.0864921193174,1
13762D11KL,37,1,938884,2019-03-20,415.0864921193174,1
60302J87HW,38,1,1349681,2017-10-27,415.0864921193174,1
42654S15GY,62,0,877940,2017-06-21,415.0864921193174,1
78838F50PZ,39,0,1364905,2018-08-08,415.0864921193174,1
97206P72XP,46,0,1382819,2017-12-30,415.0864921193174,1
71440U44QX,53,0,1314581,2018-09-01,415.0864921193174,1
10557K86TL,26,0,536901,2019-05-05,415.0864921193174,1
56209G35GN,34,0,985236,2018-02-07,415.0864921193174,1
17349C49KM,40,1,1140576,2018-04-11,415.0864921193174,1
48092C74OV,52,1,1354820,2019-01-28,415.0864921193174,1
03672T59ZZ,59,0,1646848,2017-06-04,415.0864921193174,1
96292V77WM,53,0,495932,2019-02-19,415.0864921193174,1
59696B14JX,55,0,1720040,2018-01-08,415.0864921193174,1
75093H76GQ,55,0,771776,2018-12-28,415.0864921193174,1
51818O39TU,41,0,1240927,2019-03-13,415.0864921193174,1
